WKN;ISIN;TICKER;TYP;NAME;TRUENAMES
LYX0XK;LU1650490474;LYQ1.DE;ETF;MUL-LX.EUROM.AL.M.I.G.;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond (DR) UCITS ETF - Acc
LYX0XL;LU1650491282;LYQ7.DE;ETF;MUL-LX.EUROM.INF.LINK.;Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF - Acc
LYX0XS;LU1691909508;VOOM.DE;ETF;MUL-LX.GL.GEN.EQUALI. A;Lyxor Global Gender Equality (DR) UCITS ETF - C-USD
LYX0VA;LU1407888053;LYX7.DE;ETF;MUL-LY.C.IB.DL TR.7-10Y;Lyxor US Treasury 7-10Y (DR) UCITS ETF - Dist
LYX00T;LU1646360542;JPNE.DE;ETF;MUL-LYX. JPX-NI.400;Lyxor JPX-Nikkei 400 (DR) UCITS ETF - Daily Hedged D-EUR
LYX0YB;LU1781540957;LCUS.DE;ETF;MUL-LYX.CO.MOR.US EQ.;Lyxor Core Morningstar US (DR) UCITS ETF -Dist
LYX03F;LU2133056387;JNHD.DE;ETF;MUL-LYX.CO.MSCI JAP.;MULTI-UNITS LUXEMBOURG - Lyxor Core MSCI Japan (DR) UCITS ETF - Daily Hedged to EUR - Dist
LYX0YD;LU1781541179;LCUW.DE;ETF;MUL-LYX.CO.MSCI WLD DR;Lyxor Core MSCI World (DR) UCITS ETF
LYX05A;LU2090063673;NADA.DE;ETF;MUL-LYX.COR.MSC YND;Lyxor Core MSCI Japan (DR) UCITS ETF 2
LYX04V;LU2090062600;LVDX.DE;ETF;MUL-LYX.D.L.DAX EOD;MULTI-UNITS LUXEMBOURG - Lyxor Daily LevDAX UCITS ETF - Dis
LYX0Z4;LU1829219127;LYEB.DE;ETF;MUL-LYX.EO CORP.BD UC.;Lyxor Euro Corporate Bond UCITS ETF - Acc
LYX0X6;LU1981859819;XCO2.DE;ETF;MUL-LYX.G.BD ESG S.DR;Lyxor Green Bond Esg Screened (DR) UCITS ETF
LYX99A;LU1940199711;LEAD.DE;ETF;MUL-LYX.M.E.ES.L.DR;MULTI-UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc-EUR
LYX00C;LU1829220216;LYY0.DE;ETF;MUL-LYX.MSCI A.C.W.UC.;Lyxor MSCI All Country World UCITS ETF Acc
LYX0YW;LU1841731745;L4K3.DE;ETF;MUL-LYX.MSCI CN DLA.;Lyxor MSCI China UCITS ETF - Acc
LYX0YG;LU1769088581;LESG.DE;ETF;MUL-LYX.MSCI EM ESG T.L..;Lyxor Msci EM Esg Trend Leaders Ucits ETF Acc
LYX0YJ;LU1792117340;LESE.DE;ETF;MUL-LYX.MSCI EMU ES.T..;Lyxor MSCI EMU ESG Trend Leaders (DR) UCITS ETF - Acc
LYX01C;LU1923627332;RUSL.DE;ETF;MUL-LYX.MSCI RUSSI.DIS..;Lyxor MSCI Russia UCITS ETF Dist
LYX0XV;LU1923627092;LRUS.DE;ETF;MUL-LYX.MSCI RUSSI.UC..;Lyxor MSCI Russia UCITS ETF Acc
LYX0YK;LU1792117696;LESU.DE;ETF;MUL-LYX.MSCI USA ESG.;Lyxor MSCI USA ESG Leaders (DR) UCITS ETF - Acc
LYX0YL;LU1792117779;LESW.DE;ETF;MUL-LYX.MSCI WL.ESG T..;Lyxor MSCI World ESG Trend Leaders (DR) UCITS ETF - Acc
LYX05V;LU2197908721;NADQ.DE;ETF;MUL-LYX.NASDAQ DLA.;Lyxor Nasdaq-100 Ucits ETF Dis
LYX00F;LU1829221024;LYMS.DE;ETF;MUL-LYX.NASDAQ-100 UC..;Lyxor Nasdaq-100 Ucits ETF Acc
LYX0FZ;LU0496786657;6TVM.DE;ETF;MUL-LYX.S+P500UC.ETF.;"Lyxor S&amp;P 500 UCITS ETF - D-USD"
LYX038;LU2090062352;C101.DE;ETF;MUL-LYXOR FFDLC DLD.;Lyxor Fed Funds US Dollar Cash UCITS ETF
LYX03E;LU1650492256;D100.DE;ETF;MUL-LYXOR FTSE 100 LS D.;MULTI-UNITS LUXEMBOURG - Lyxor FTSE 100 UCITS ETF - Inc
LYX0WQ;LU1563454823;KLMH.DE;ETF;MUL-LYXOR GR.BD(DR).;Lyxor Green Bond (DR) UCITS ETF - Monthly Hedged C-EUR Cap
LYX0WA;LU1563454310;KLMT.DE;ETF;MUL-LYXOR GREEN BD.;Lyxor Green Bond (DR) UCITS ETF - C-EUR
LYX0FT;LU0496786731;LYPT.DE;ETF;MULTI UNITS.;Lyxor MSCI Canada UCITS ETF - D-EUR
A0X8SK;IE00B3VTMJ91;SXRN.DE;ETF;CS ETF(IE)IB.EUR GOV.1-3.;"iShares VII PLC - iShares &#226;&#130;&#172; Govt Bond 1-3yr ETF EUR Acc"
A0X8SL;IE00B3VTML14;SXRP.DE;ETF;CS ETF(IE)IB.EUR GOV.3-7.;"iShares VII PLC - iShares &#226;&#130;&#172; Govt Bond 3-7yr ETF EUR Acc"
A0X8SM;IE00B3VTN290;SXRQ.DE;ETF;CS ETF(IE)IB.EUR GOV.7-.;"iShares VII PLC - iShares &#226;&#130;&#172; Govt Bond 7-10yr ETF EUR Acc"
A0X8SE;IE00B3VWMM18;SXRJ.DE;ETF;CS ETF(IE)MSCI EMU SM..;iShares VII PLC - iShares MSCI EMU Small Cap ETF EUR Acc
A0X8R9;IE00B3VWLG82;SXRD.DE;ETF;CS ETF(IE)MSCI UK SMA..;iShares VII PLC - iShares MSCI UK Small Cap ETF GBP Acc
A0X8SB;IE00B3VWM098;SXRG.DE;ETF;CS ETF(IE)MSCI USA SM..;iShares VII PLC - iShares MSCI USA Small Cap ETF USD Acc
A0YEDJ;IE00B53L3W79;SXRT.DE;ETF;CS ETF(IE)ON D.J.EO ST.50.;iShares VII PLC - iShares Core EURO STOXX 50 ETF EUR Acc
A0YEDK;IE00B53L4350;SXRU.DE;ETF;CS ETF(IE)ON D.J.IND.AVE..;iShares VII PLC - iShares Dow Jones Indust Avg ETF USD Acc
A0YEDM;IE00B53HP851;SXRW.DE;ETF;CS ETF(IE)ON FTSE 100.;iShares VII PLC - iShares FTSE 100 ETF GBP Acc
A0YEDP;IE00B53L4X51;SXRY.DE;ETF;CS ETF(IE)ON FTSE MIB.;iShares VII PLC - iShares FTSE MIB ETF EUR Acc
A0YEDS;IE00B52SF786;SXR2.DE;ETF;CS ETF(IE)ON MSCI.;iShares VII PLC - iShares MSCI Canada ETF USD Acc
A1C1H5;IE00B5L8K969;CEBL.DE;ETF;CS ETF(IE)ON MSCI EM.;iShares VII PLC - iShares MSCI EM Asia ETF USD Acc
A0YEDX;IE00B53QG562;SXR7.DE;ETF;CS ETF(IE)ON MSCI EMU.;iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Acc)
A0YEDV;IE00B53QDK08;SXR5.DE;ETF;CS ETF(IE)ON MSCI JAPAN.;iShares VII PLC - iShares MSCI Japan ETF USD Acc
A1C1H3;IE00B5W4TY14;CEBJ.DE;ETF;CS ETF(IE)ON MSCI KOREA.;iShares VII PLC - iShares MSCI Korea ETF USD Acc
A1C1H0;IE00B5WHFQ43;CEBG.DE;ETF;CS ETF(IE)ON MSCI MEX.C..;iShares VII PLC - iShares MSCI Mexico Capped ETF USD Acc
A1C1HV;IE00B5V87390;CEBB.DE;ETF;CS ETF(IE)ON MSCI.;iShares VII PLC - iShares MSCI Russia ADR/GDR ETF USD Acc
A0YEDT;IE00B539F030;SXR3.DE;ETF;CS ETF(IE)ON MSCI UK.;iShares VII PLC - iShares MSCI UK ETF GBP Acc
A0YEDU;IE00B52SFT06;SXR4.DE;ETF;CS ETF(IE)ON MSCI USA.;iShares VII PLC - iShares MSCI USA ETF USD Acc
A0YEDL;IE00B53SZB19;SXRV.DE;ETF;CS ETF(IE)ON NASDAQ.;iShares NASDAQ 100 UCITS ETF USD (Acc)
A0YEDQ;IE00B52MJD48;SXRZ.DE;ETF;CS ETF(IE)ON NIKKEI 225.;iShares VII PLC - iShares Nikkei 225 ETF JPY Acc
A0YEDG;IE00B5BMR087;SXR8.DE;ETF;CS ETF(IE)ON S+P 500.;"iShares Core S&amp;P 500 UCITS ETF USD (Acc)"
593393;DE0005933931;EXS1.DE;ETF;DAXEX.;iShares Core DAX UCITS ETF (DE)
263527;DE0002635273;EXSB.DE;ETF;DIVDAX EX FD.;iShares DivDAX UCITS ETF (DE)
593395;DE0005933956;EXW1.DE;ETF;DJ EU STOXX50EX.;iShares EURO STOXX 50 UCITS ETF (DE)
A0D8QZ;DE000A0D8QZ7;EXSE.DE;ETF;DJ STOXX 200 SML.;iShares STOXX Europe Small 200 UCITS ETF (DE)
263528;DE0002635281;EXSG.DE;ETF;DJ SX5E DIV 30EX.;iShares EURO STOXX Select Dividend 30 UCITS ETF (DE)
A0F5UE;DE000A0F5UE8;EXXU.DE;ETF;ETF DJ CHINA OFF.;iShares Dow Jones China Offshore 50 UCITS ETF (DE)
A0F5UF;DE000A0F5UF5;EXXT.DE;ETF;ETF NASDAQ100.;iShares NASDAQ-100 UCITS ETF (DE)
911950;IE0032895942;IBCD.DE;ETF;I-SHAR $ CORP. BOND.;iShares $ Corp Bond UCITS ETF USD (Dist)
A0J202;IE00B14X4S71;IUSU.DE;ETF;I-SHAR $ TREASURY BOND.;"iShares S&amp;P 500 Utilities Sector UCITS ETF USD (Acc)"
A0J203;IE00B14X4T88;IQQX.DE;ETF;I-SHAR ASIA PACIFIC.;iShares Asia Pacific Dividend UCITS ETF USD (Dist)
A0DK6Z;IE00B02KXK85;IQQC.DE;ETF;I-SHAR CHINA LARGE CAP.;iShares China Large Cap UCITS ETF USD (Dist)
778928;IE0032523478;IBCS.DE;ETF;I-SHAR EURO CORP. BOND.;"iShares &#226;&#130;&#172; Corp Bond Large Cap UCITS ETF EUR (Dist)"
A0HGV4;IE00B0M62S72;IQQA.DE;ETF;I-SHAR EURO DIVIDEND..;iShares Euro Dividend UCITS ETF EUR (Dist)
A0J205;IE00B14X4Q57;IBCA.DE;ETF;I-SHAR EURO..;"iShares &#226;&#130;&#172; Govt Bond 1-3yr UCITS ETF EUR (Dist)"
A0DK6Y;IE00B02KXL92;IQQM.DE;ETF;I-SHAR EURO STOXX MID..;iShares EURO STOXX Mid UCITS ETF EUR (Dist)
A0HGV5;IE00B0M63284;IQQP.DE;ETF;I-SHAR EUROP. PROPERTY..;iShares European Property Yield UCITS ETF EUR (Dist)
